,_id,isLeafInferred,isLeafStated,conceptId,defaultTerm,definitionStatus,active,module
754,63866cbd081b3c130f676bf2,False,True,283137007,Contusion of pelvic region (disorder),Fully defined,True,900000000000207008
755,63866cbd081b3c130f676db1,False,True,270500004,Prolapsed cord (disorder),Primitive,True,900000000000207008
756,63866cbe081b3c130f6774a0,False,True,233604007,Pneumonia (disorder),Fully defined,True,900000000000207008
757,63866cbe081b3c130f6776d6,False,True,12295008,Bronchiectasis (disorder),Primitive,True,900000000000207008
758,63866cbe081b3c130f677d69,False,True,403607004,Angioedema caused by angiotensin-converting-enzyme inhibitor (disorder),Fully defined,True,900000000000207008
759,63866cc1081b3c130f678fff,False,True,1776003,Renal tubular acidosis (disorder),Primitive,True,900000000000207008
760,63866cc1081b3c130f6790cd,False,True,6273006,Priapism (disorder),Primitive,True,900000000000207008
761,63866cc1081b3c130f6794c5,False,True,314201008,Dislocation of hip joint prosthesis (disorder),Fully defined,True,900000000000207008
762,63866cc1081b3c130f679578,False,True,1847009,Endophthalmitis (disorder),Fully defined,True,900000000000207008
763,63866cc2081b3c130f67972b,False,True,1860003,Fluid volume disorder (disorder),Primitive,True,900000000000207008
764,63866cc2081b3c130f67981c,False,True,6383007,Premature labor (finding),Primitive,True,900000000000207008
765,63866cc4081b3c130f67a9cd,True,True,110016007,Rupture of corpus cavernosum of penis (disorder),Fully defined,True,900000000000207008
766,63866cc5081b3c130f67ae8d,True,True,828981000000104,Injury of tendon of ankle (disorder),Primitive,True,999000011000000103
767,63866cc5081b3c130f67b12d,False,True,110151001,Superficial injury of mouth (disorder),Fully defined,True,900000000000207008
768,63866cc6081b3c130f67b257,False,True,204113001,Congenital glaucoma (disorder),Fully defined,True,900000000000207008
769,63866cc7081b3c130f67bad7,False,True,6456007,Supraventricular tachycardia (disorder),Primitive,True,900000000000207008
770,63866cc7081b3c130f67bfe0,False,True,314407005,Retinal dystrophy (disorder),Fully defined,True,900000000000207008
771,63866cc8081b3c130f67c200,True,True,424669003,Optic disc edema associated with retinal disorder (disorder),Primitive,True,900000000000207008
772,63866cc9081b3c130f67cdc6,False,True,110167007,Abrasion of circumoral region of face (disorder),Fully defined,True,900000000000207008
773,63866cca081b3c130f67d268,False,True,301864002,Transient synovitis of hip (disorder),Fully defined,True,900000000000207008
774,63866cca081b3c130f67d3ac,False,True,212372004,Fat embolism (disorder),Fully defined,True,900000000000207008
775,63866cca081b3c130f67d58a,False,True,110250005,Contusion of mouth (disorder),Fully defined,True,900000000000207008
776,63866ccb081b3c130f67d9b6,False,True,314497004,Contact lens related corneal infiltrate (disorder),Fully defined,True,900000000000207008
777,63866ccb081b3c130f67db4b,False,True,314429009,Intermediate uveitis (disorder),Primitive,True,900000000000207008
778,63866ccb081b3c130f67de84,False,True,314533000,Blunt injury of eye (disorder),Fully defined,True,900000000000207008
779,63866ccb081b3c130f67e0c3,False,True,314551004,Corneal graft disorder (disorder),Fully defined,True,900000000000207008
780,63866ccc081b3c130f67e889,False,True,429257001,Disorder of transplanted heart (disorder),Fully defined,True,900000000000207008
781,63866ccd081b3c130f67ee79,False,True,296355001,Overdose of calcium-channel blockers (disorder),Fully defined,True,900000000000207008
782,63866ccd081b3c130f67efbb,False,True,25415003,Closed fracture of femur (disorder),Fully defined,True,900000000000207008
783,63866cce081b3c130f67f124,False,True,128462008,Metastatic malignant neoplasm (disorder),Fully defined,True,900000000000207008
784,63866cce081b3c130f67f12b,False,True,128464009,Neoplasm of articular cartilage (disorder),Fully defined,True,900000000000207008
785,63866cce081b3c130f67f2af,False,True,38086007,Laryngomalacia (disorder),Fully defined,True,900000000000207008
786,63866cce081b3c130f67f2da,False,True,128477000,Abscess (disorder),Fully defined,True,900000000000207008
787,63866ccf081b3c130f67fbd9,False,True,17369002,Miscarriage (disorder),Fully defined,True,900000000000207008
788,63866cd0081b3c130f67fdb7,False,True,17383000,Toxic effect of carbon monoxide (disorder),Fully defined,True,900000000000207008
789,63866cd0081b3c130f68014f,True,True,75053002,Acute febrile mucocutaneous lymph node syndrome (disorder),Primitive,True,900000000000207008
790,63866cd0081b3c130f680209,False,True,262955000,Subarachnoid hemorrhage due to traumatic injury (disorder),Fully defined,True,900000000000207008
791,63866cd0081b3c130f680281,False,True,262952002,Traumatic intracranial subdural hematoma (disorder),Fully defined,True,900000000000207008
792,63866cd0081b3c130f6802df,False,True,262949005,Traumatic intracranial extradural hematoma (disorder),Fully defined,True,900000000000207008
793,63866cd1081b3c130f680423,False,True,262937009,Injury to blood vessel of neck (disorder),Fully defined,True,900000000000207008
794,63866cd1081b3c130f680517,False,True,262971000,Tendon injury - hand (disorder),Fully defined,True,900000000000207008
795,63866cd1081b3c130f6806c8,True,True,700242002,Fowler syndrome (disorder),Primitive,True,900000000000207008
796,63866cd2081b3c130f680c6c,True,True,62356006,Open supracondylar fracture of humerus (disorder),Fully defined,True,900000000000207008
797,63866cd2081b3c130f680fb8,False,True,398447004,Severe acute respiratory syndrome (disorder),Fully defined,True,900000000000207008
798,63866cd2081b3c130f68128d,False,True,296335002,Overdose of beta-adrenergic blocking drug (disorder),Fully defined,True,900000000000207008
799,63866cd3081b3c130f68141c,False,True,46152009,Tear film insufficiency (disorder),Primitive,True,900000000000207008
800,63866cd3081b3c130f681423,False,True,25569003,Ventricular tachycardia (disorder),Fully defined,True,900000000000207008
801,63866cd3081b3c130f68178e,True,True,283846004,Degloving injury of abdomen (disorder),Fully defined,True,900000000000207008
802,63866cd3081b3c130f6817b2,False,True,283843007,Degloving injury of neck (disorder),Fully defined,True,900000000000207008
803,63866cd3081b3c130f6817bd,False,True,283842002,Degloving injury of head (disorder),Fully defined,True,900000000000207008
804,63866cd3081b3c130f68181d,False,True,283849006,Degloving injury of genitalia (disorder),Fully defined,True,900000000000207008
805,63866cd3081b3c130f6818d2,False,True,283859007,Crush injury of pelvic region (disorder),Fully defined,True,900000000000207008
806,63866cd3081b3c130f681919,False,True,283858004,Crush injury of thumb (disorder),Fully defined,True,900000000000207008
807,63866cd4081b3c130f681c74,True,True,83227006,Scombroid fish poisoning (disorder),Primitive,True,900000000000207008
808,63866cd5081b3c130f681f35,False,True,70647001,Yaws (disorder),Fully defined,True,900000000000207008
809,63866cd5081b3c130f682055,True,True,824031000000109,Leaking thoracic aortic aneurysm (disorder),Primitive,True,999000011000000103
810,63866cd5081b3c130f68213c,False,True,165517008,Neutropenia (finding),Fully defined,True,900000000000207008
811,63866cd5081b3c130f6825ed,False,True,70660007,Hydrocele of tunica vaginalis (disorder),Fully defined,True,900000000000207008
812,63866cd6081b3c130f682770,False,True,54404000,Cervical radiculopathy (disorder),Fully defined,True,900000000000207008
813,63866cd6081b3c130f68280c,False,True,700372006,Urinary tract infection associated with catheter (disorder),Fully defined,True,900000000000207008
814,63866cd7081b3c130f6830ef,False,True,33629003,Drusen of optic disc (finding),Fully defined,True,900000000000207008
815,63866cd7081b3c130f6834d0,False,True,91302008,Sepsis (disorder),Fully defined,True,900000000000207008
816,63866cd8081b3c130f683a9c,False,True,70736000,Osteochondritis (disorder),Fully defined,True,900000000000207008
817,63866cd8081b3c130f683c23,False,True,75258004,Food poisoning (disorder),Fully defined,True,900000000000207008
818,63866cd9081b3c130f683fcc,False,True,91487003,Diaper rash (disorder),Fully defined,True,900000000000207008
819,63866cd9081b3c130f6840c8,False,True,91489000,Acute vascular insufficiency of intestine (disorder),Fully defined,True,900000000000207008
820,63866cd9081b3c130f6840e2,False,True,70704007,Sprain of wrist (disorder),Fully defined,True,900000000000207008
821,63866cd9081b3c130f6842a9,False,True,75229002,Hyphema (disorder),Fully defined,True,900000000000207008
822,63866cd9081b3c130f6842ff,False,True,59051007,Cysticercosis (disorder),Fully defined,True,900000000000207008
823,63866cda081b3c130f684b47,False,True,59038002,Crushing injury of back (disorder),Fully defined,True,900000000000207008
824,63866cda081b3c130f684c02,False,True,398665005,Vasovagal syncope (finding),Fully defined,True,900000000000207008
825,63866cdc081b3c130f6859bf,False,True,41888000,Temporomandibular joint disorder (disorder),Fully defined,True,900000000000207008
826,63866cdd081b3c130f685fbc,False,True,59118001,Right bundle branch block (disorder),Fully defined,True,900000000000207008
827,63866cdd081b3c130f686083,False,True,62752005,Infestation caused by Sarcoptes (disorder),Fully defined,True,900000000000207008
828,63866cdf081b3c130f686fa1,False,True,38362002,Dengue (disorder),Fully defined,True,900000000000207008
829,63866cdf081b3c130f68718c,False,True,33839006,Genital herpes simplex (disorder),Fully defined,True,900000000000207008
830,63866cdf081b3c130f687197,False,True,38341003,"Hypertensive disorder, systemic arterial (disorder)",Primitive,True,900000000000207008
831,63866cdf081b3c130f687221,False,True,25702006,Alcohol intoxication (disorder),Fully defined,True,900000000000207008
832,63866cdf081b3c130f68726a,False,True,33847006,Crushing injury of chest (disorder),Fully defined,True,900000000000207008
833,63866ce1081b3c130f687d52,False,True,17636008,Specimen collection (procedure),Primitive,True,900000000000207008
834,63866ce1081b3c130f687fc1,False,True,70070008,Torticollis (disorder),Fully defined,True,900000000000207008
835,63866ce1081b3c130f6880a9,False,True,262599003,Foreign body in respiratory tract (disorder),Fully defined,True,900000000000207008
836,63866ce1081b3c130f688322,False,True,233703007,Interstitial lung disease (disorder),Fully defined,True,900000000000207008
837,63866ce2081b3c130f6889b0,False,True,204878001,Undescended testicle (disorder),Fully defined,True,900000000000207008
838,63866ce3081b3c130f688e6c,False,True,267064002,Retention of urine (disorder),Primitive,True,900000000000207008
839,63866ce3081b3c130f688fd4,False,True,262581006,Head burn (disorder),Fully defined,True,900000000000207008
840,63866ce3081b3c130f688fed,False,True,262582004,Burn of face (disorder),Fully defined,True,900000000000207008
841,63866ce3081b3c130f689116,True,True,262576002,Crushing injury of skull and intracranial contents (disorder),Fully defined,True,900000000000207008
842,63866ce4081b3c130f6896e9,False,True,212962007,Drowning and non-fatal immersion (disorder),Primitive,True,900000000000207008
843,63866ce6081b3c130f68a035,False,True,233645004,Tension pneumothorax (disorder),Primitive,True,900000000000207008
844,63866ce6081b3c130f68a119,False,True,233658003,Pleural plaque (disorder),Primitive,True,900000000000207008
845,63866ce6081b3c130f68a730,False,True,241977008,Diving barotrauma (disorder),Fully defined,True,900000000000207008
846,63866ce7081b3c130f68a8b1,False,True,398114001,Ehlers-Danlos syndrome (disorder),Primitive,True,900000000000207008
847,63866ce7081b3c130f68ad24,False,True,398158001,Complication of intravascular line (disorder),Fully defined,True,900000000000207008
848,63866ce7081b3c130f68ad38,False,True,296015009,Sedative overdose (disorder),Fully defined,True,900000000000207008
849,63866ce7081b3c130f68af35,True,True,262693007,Diffuse brain injury (disorder),Fully defined,True,900000000000207008
850,63866ce8081b3c130f68af8f,False,True,70153002,Hemorrhoids (disorder),Fully defined,True,900000000000207008
851,63866ce8081b3c130f68afa4,False,True,62014003,Adverse reaction caused by drug (disorder),Fully defined,True,900000000000207008
852,63866ce8081b3c130f68b355,False,True,398102009,Acute poliomyelitis (disorder),Fully defined,True,900000000000207008
853,63866ce8081b3c130f68b376,False,True,241955009,Acquired C1 esterase inhibitor deficiency (disorder),Primitive,True,900000000000207008
854,63866ce8081b3c130f68b3d5,False,True,233819005,Stable angina (disorder),Primitive,True,900000000000207008
855,63866ce8081b3c130f68b68c,False,True,70176004,Foreign body in rectum (disorder),Fully defined,True,900000000000207008
856,63866cea081b3c130f68c1a7,False,True,12463005,Infectious gastroenteritis (disorder),Fully defined,True,900000000000207008
857,63866ceb081b3c130f68c4bf,True,True,398057008,Tension-type headache (disorder),Primitive,True,900000000000207008
858,63866ceb081b3c130f68c504,True,True,233765002,Respiratory failure without hypercapnia (disorder),Primitive,True,900000000000207008
859,63866ceb081b3c130f68c710,False,True,33168009,Entropion of eyelid (disorder),Fully defined,True,900000000000207008
860,63866ceb081b3c130f68c8d4,False,True,33173003,Closed fracture of clavicle (disorder),Fully defined,True,900000000000207008
861,63866ceb081b3c130f68c9a3,False,True,128045006,Cellulitis (disorder),Fully defined,True,900000000000207008
862,63866ceb081b3c130f68caba,False,True,128053003,Deep venous thrombosis (disorder),Fully defined,True,900000000000207008
863,63866cec081b3c130f68cb62,False,True,41291007,Angioedema (disorder),Fully defined,True,900000000000207008
864,63866cec081b3c130f68cee3,False,True,41497008,Febrile convulsion (finding),Fully defined,True,900000000000207008
865,63866cec081b3c130f68cf84,True,True,275425008,Retained products after miscarriage (disorder),Fully defined,True,900000000000207008
866,63866ced081b3c130f68d427,False,True,233985008,Abdominal aortic aneurysm (disorder),Fully defined,True,900000000000207008
867,63866ced081b3c130f68d459,False,True,233981004,Arterial aneurysm (disorder),Fully defined,True,900000000000207008
868,63866ced081b3c130f68d4d5,False,True,41446000,Blepharitis (disorder),Fully defined,True,900000000000207008
869,63866ced081b3c130f68d5ea,False,True,128241005,Inflammatory disease of liver (disorder),Fully defined,True,900000000000207008
870,63866cee081b3c130f68d757,True,True,194005002,Orbital cellulitis (disorder),Fully defined,True,900000000000207008
871,63866cee081b3c130f68d773,False,True,33334006,Foreign body in digestive tract (disorder),Fully defined,True,900000000000207008
872,63866cee081b3c130f68d91a,False,True,54048003,Threatened abortion (disorder),Primitive,True,900000000000207008
873,63866cee081b3c130f68dac2,False,True,398254007,Pre-eclampsia (disorder),Primitive,True,900000000000207008
874,63866cee081b3c130f68db45,False,True,128200000,Complex regional pain syndrome (disorder),Primitive,True,900000000000207008
875,63866cee081b3c130f68db6d,False,True,233959009,Upper limb ischemia (disorder),Fully defined,True,900000000000207008
876,63866cee081b3c130f68dc23,False,True,233961000,Lower limb ischemia (disorder),Fully defined,True,900000000000207008
877,63866cee081b3c130f68dc8a,True,True,54016002,Mobitz type I incomplete atrioventricular block (disorder),Primitive,True,900000000000207008
878,63866cef081b3c130f68e24f,False,True,262784001,Contusion of lung (disorder),Fully defined,True,900000000000207008
879,63866cef081b3c130f68e269,False,True,262787008,Injury of diaphragm (disorder),Fully defined,True,900000000000207008
880,63866cef081b3c130f68e415,False,True,254651007,Squamous cell carcinoma of skin (disorder),Fully defined,True,900000000000207008
881,63866cef081b3c130f68e4c0,False,True,70272006,Malignant hypertension (disorder),Fully defined,True,900000000000207008
882,63866cf0081b3c130f68e81e,False,True,275390005,Toxic effect of plant (disorder),Fully defined,True,900000000000207008
883,63866cf0081b3c130f68e85d,False,True,270887007,Rupture of synovial cyst of knee (disorder),Fully defined,True,900000000000207008
884,63866cf2081b3c130f68eb26,False,True,128196005,Lumbar radiculopathy (disorder),Fully defined,True,900000000000207008
885,63866cf2081b3c130f68eb93,False,True,209557005,Neck sprain (disorder),Fully defined,True,900000000000207008
886,63866cf2081b3c130f68ec96,False,True,209565008,Lumbar sprain (disorder),Fully defined,True,900000000000207008
887,63866cf5081b3c130f68f128,False,True,209508007,Strain of patellar tendon (disorder),Fully defined,True,900000000000207008
888,63866cf5081b3c130f68f176,False,True,20610004,Fourth nerve palsy (disorder),Primitive,True,900000000000207008
889,63866cfa081b3c130f68fb6e,False,True,17226007,Adjustment disorder (disorder),Primitive,True,900000000000207008
890,63866cfa081b3c130f68fcd8,False,True,20848007,Infestation caused by Pediculus (disorder),Fully defined,True,900000000000207008
891,63866cfa081b3c130f6900d1,False,True,123841004,Neoplasm of uterine cervix (disorder),Fully defined,True,900000000000207008
892,63866cfa081b3c130f6900ed,False,True,123843001,Neoplasm of ovary (disorder),Fully defined,True,900000000000207008
893,63866cfb081b3c130f690226,False,True,128350005,Bacterial conjunctivitis (disorder),Fully defined,True,900000000000207008
894,63866cfb081b3c130f69031b,False,True,33449004,Personality disorder (disorder),Primitive,True,900000000000207008
895,63866cfc081b3c130f690a6d,False,True,54150009,Upper respiratory infection (disorder),Fully defined,True,900000000000207008
896,63866cfe081b3c130f6916a2,True,True,275476006,Foreign body under eyelid (disorder),Primitive,True,900000000000207008
897,63866cfe081b3c130f6917cf,False,True,254701007,Basal cell carcinoma of skin (disorder),Fully defined,True,900000000000207008
898,63866cfe081b3c130f691c3f,False,True,91037003,Closed fracture of pelvis (disorder),Fully defined,True,900000000000207008
