,target_code,target_description,concept_x,concept_y
2444,50417007,Lower respiratory tract infection,,Unspecified chronic bronchitis
2445,195745009,Respiratory tract infection (& [acute lower] or [lower]),,Unspecified chronic bronchitis
2446,195747001,Chest cold,,Unspecified chronic bronchitis
2447,419502003,Chest infection,,Unspecified chronic bronchitis
2448,155625003,Chest infection (& NOS),,Unspecified chronic bronchitis
2449,195744008,Chest infection (& NOS),,Unspecified chronic bronchitis
2450,266339003,Chest infection NOS,,Unspecified chronic bronchitis
2451,701361000000105,Chest infection NOS,,Unspecified chronic bronchitis
2452,155626002,Infection of lower respiratory tract,,Unspecified chronic bronchitis
2453,50417007,Lower respiratory tract infection,,Unspecified chronic bronchitis
2454,195745009,Respiratory tract infection (& [acute lower] or [lower]),,Unspecified chronic bronchitis
2455,156485004,Seronegative arthritis,,Seronegative rheumatoid arthritis
2456,201814005,Seronegative arthritis,,Seronegative rheumatoid arthritis
2457,359173000,Seronegative arthritis,,Seronegative rheumatoid arthritis
2458,399112009,Seronegative arthritis,,Seronegative rheumatoid arthritis
2459,394659003,Acute coronary syndrome,angina,"Acute ischaemic heart disease, unspecified"
2460,393587009,Acute coronary syndrome,angina,"Acute ischaemic heart disease, unspecified"
2461,176331000000107,Acute coronary syndrome,angina,"Acute ischaemic heart disease, unspecified"
2462,266308000,(Congestive cardiac failure) or (dropsy) or (cardiac insufficiency) or (right heart failure) or (right ventricular failure),,Congestive heart failure
2463,42343007,Congestive heart failure,,Congestive heart failure
2464,195108009,Heart failure: [right] or [congestive],,Congestive heart failure
2465,195044001,Left bundle branch [block] or [hemiblock],,Other and unspecified fascicular block
2466,155357007,Left bundle branch block,,Other and unspecified fascicular block
2467,63467002,Left bundle branch block,,Other and unspecified fascicular block
2468,600651000000100,Left bundle branch hemiblock NOS,,Other and unspecified fascicular block
2469,195045000,Left bundle branch hemiblock NOS,,Other and unspecified fascicular block
2470,195044001,Left bundle branch [block] or [hemiblock],,Other and unspecified fascicular block
2471,155357007,Left bundle branch block,,Other and unspecified fascicular block
2472,63467002,Left bundle branch block,,Other and unspecified fascicular block
2473,600651000000100,Left bundle branch hemiblock NOS,,Other and unspecified fascicular block
2474,195045000,Left bundle branch hemiblock NOS,,Other and unspecified fascicular block
2475,195044001,Left bundle branch [block] or [hemiblock],,Other and unspecified fascicular block
2476,155357007,Left bundle branch block,,Other and unspecified fascicular block
2477,63467002,Left bundle branch block,,Other and unspecified fascicular block
2478,600651000000100,Left bundle branch hemiblock NOS,,Other and unspecified fascicular block
2479,195045000,Left bundle branch hemiblock NOS,,Other and unspecified fascicular block
2480,195044001,Left bundle branch [block] or [hemiblock],,Other and unspecified fascicular block
2481,155357007,Left bundle branch block,,Other and unspecified fascicular block
2482,63467002,Left bundle branch block,,Other and unspecified fascicular block
2483,600651000000100,Left bundle branch hemiblock NOS,,Other and unspecified fascicular block
2484,195045000,Left bundle branch hemiblock NOS,,Other and unspecified fascicular block
2485,371332008,Abortion with complication,,"Spontaneous abortion; Complete or unspecified, without complication"
2486,11087003,Abortion with complication,,"Spontaneous abortion; Complete or unspecified, without complication"
2487,30260009,Abortion with sepsis,,"Spontaneous abortion; Complete or unspecified, without complication"
2488,12020000,Abortion with septicaemia,,"Spontaneous abortion; Complete or unspecified, without complication"
2489,156088005,Complication following abortion,,"Spontaneous abortion; Complete or unspecified, without complication"
2490,34614007,Miscarriage with complication,,"Spontaneous abortion; Complete or unspecified, without complication"
2491,71698004,"Spontaneous abortion with specified complication, NEC",,"Spontaneous abortion; Complete or unspecified, without complication"
2492,82020005,Hypomagnesaemia,,Disorders of magnesium metabolism
2493,190855004,Hypomagnesaemia,,Disorders of magnesium metabolism
2494,155375008,(Congestive cardiac failure) or (dropsy) or (cardiac insufficiency) or (right heart failure) or (right ventricular failure),Congestive heart failure,
2495,155374007,Heart failure,Congestive heart failure,
2496,84114007,Heart failure,Congestive heart failure,
2497,266248006,Heart failure NOS,Congestive heart failure,
2498,155377000,Heart failure NOS,Congestive heart failure,
2499,686171000000103,Heart failure NOS,Congestive heart failure,
2500,195117009,Heart: [weak] or [failure NOS],Congestive heart failure,
2501,155375008,(Congestive cardiac failure) or (dropsy) or (cardiac insufficiency) or (right heart failure) or (right ventricular failure),Congestive heart failure,
2502,155374007,Heart failure,Congestive heart failure,
2503,84114007,Heart failure,Congestive heart failure,
2504,266248006,Heart failure NOS,Congestive heart failure,
2505,155377000,Heart failure NOS,Congestive heart failure,
2506,686171000000103,Heart failure NOS,Congestive heart failure,
2507,195117009,Heart: [weak] or [failure NOS],Congestive heart failure,
2508,155375008,(Congestive cardiac failure) or (dropsy) or (cardiac insufficiency) or (right heart failure) or (right ventricular failure),Congestive heart failure,
2509,155374007,Heart failure,Congestive heart failure,
2510,84114007,Heart failure,Congestive heart failure,
2511,266248006,Heart failure NOS,Congestive heart failure,
2512,155377000,Heart failure NOS,Congestive heart failure,
2513,686171000000103,Heart failure NOS,Congestive heart failure,
2514,195117009,Heart: [weak] or [failure NOS],Congestive heart failure,
2515,155375008,(Congestive cardiac failure) or (dropsy) or (cardiac insufficiency) or (right heart failure) or (right ventricular failure),Congestive heart failure,
2516,155374007,Heart failure,Congestive heart failure,
2517,84114007,Heart failure,Congestive heart failure,
2518,266248006,Heart failure NOS,Congestive heart failure,
2519,155377000,Heart failure NOS,Congestive heart failure,
2520,686171000000103,Heart failure NOS,Congestive heart failure,
2521,195117009,Heart: [weak] or [failure NOS],Congestive heart failure,
2522,155375008,(Congestive cardiac failure) or (dropsy) or (cardiac insufficiency) or (right heart failure) or (right ventricular failure),Congestive heart failure,
2523,155374007,Heart failure,Congestive heart failure,
2524,84114007,Heart failure,Congestive heart failure,
2525,266248006,Heart failure NOS,Congestive heart failure,
2526,155377000,Heart failure NOS,Congestive heart failure,
2527,686171000000103,Heart failure NOS,Congestive heart failure,
2528,195117009,Heart: [weak] or [failure NOS],Congestive heart failure,
2529,155375008,(Congestive cardiac failure) or (dropsy) or (cardiac insufficiency) or (right heart failure) or (right ventricular failure),Congestive heart failure,
2530,155374007,Heart failure,Congestive heart failure,
2531,84114007,Heart failure,Congestive heart failure,
2532,266248006,Heart failure NOS,Congestive heart failure,
2533,155377000,Heart failure NOS,Congestive heart failure,
2534,686171000000103,Heart failure NOS,Congestive heart failure,
2535,195117009,Heart: [weak] or [failure NOS],Congestive heart failure,
2536,155375008,(Congestive cardiac failure) or (dropsy) or (cardiac insufficiency) or (right heart failure) or (right ventricular failure),Congestive heart failure,
2537,155374007,Heart failure,Congestive heart failure,
2538,84114007,Heart failure,Congestive heart failure,
2539,266248006,Heart failure NOS,Congestive heart failure,
2540,155377000,Heart failure NOS,Congestive heart failure,
2541,686171000000103,Heart failure NOS,Congestive heart failure,
2542,195117009,Heart: [weak] or [failure NOS],Congestive heart failure,
2543,155375008,(Congestive cardiac failure) or (dropsy) or (cardiac insufficiency) or (right heart failure) or (right ventricular failure),Congestive heart failure,
2544,155374007,Heart failure,Congestive heart failure,
2545,84114007,Heart failure,Congestive heart failure,
2546,266248006,Heart failure NOS,Congestive heart failure,
2547,155377000,Heart failure NOS,Congestive heart failure,
2548,686171000000103,Heart failure NOS,Congestive heart failure,
2549,195117009,Heart: [weak] or [failure NOS],Congestive heart failure,
2550,912005,Congenital stenosis of oesophagus,,Oesophageal obstruction
2551,235617007,Non-reflux stricture,,Oesophageal obstruction
2552,307388000,Oesophageal stenosis,,Oesophageal obstruction
2553,155675001,Oesophageal stricture &/or stenosis,,Oesophageal obstruction
2554,196611002,Oesophageal stricture &/or stenosis,,Oesophageal obstruction
2555,307503005,Oesophageal stricture and stenosis,,Oesophageal obstruction
2556,196613004,Oesophageal stricture and stenosis NOS,,Oesophageal obstruction
2557,606331000000101,Oesophageal stricture and stenosis NOS,,Oesophageal obstruction
2558,360433005,Oesophagostenosis,,Oesophageal obstruction
2559,33282003,Stenosis of oesophagus,,Oesophageal obstruction
2560,63305008,Stricture of oesophagus,,Oesophageal obstruction
2561,50793006,Crushing injury of hand,,Crushing injury of thumb and other finger(s)
2562,26008006,Crushing injury of wrist AND/OR hand except fingers,,Crushing injury of thumb and other finger(s)
2563,50793006,Crushing injury of hand,,Crushing injury of thumb and other finger(s)
2564,26008006,Crushing injury of wrist AND/OR hand except fingers,,Crushing injury of thumb and other finger(s)
2565,34436003,Blood in urine,,Unspecified haematuria
2566,162136002,Blood in urine (& symptom),,Unspecified haematuria
2567,139416001,Blood in urine - haematuria (& [symptom]),,Unspecified haematuria
2568,267168001,Blood in urine - haematuria (& [symptom]),,Unspecified haematuria
2569,266568001,Haematuria,,Unspecified haematuria
2570,197937006,Haematuria (& [traumatic] or [essential]),,Unspecified haematuria
2571,307414005,Haematuria NOS,,Unspecified haematuria
2572,702231000000104,Haematuria NOS,,Unspecified haematuria
2573,155895005,Haematuria NOS,,Unspecified haematuria
2574,281058009,RBCs- red blood cells in urine,,Unspecified haematuria
2575,167353005,Urine microscopy blood cells present: (& RBC),,Unspecified haematuria
2576,155791009,Anal fissure,,Chronic anal fissure
2577,30037006,Anal fissure,,Chronic anal fissure
2578,54046004,Anal fistula,,Chronic anal fissure
2579,155791009,Anal fissure,,Chronic anal fissure
2580,30037006,Anal fissure,,Chronic anal fissure
2581,54046004,Anal fistula,,Chronic anal fissure
2582,155791009,Anal fissure,,Chronic anal fissure
2583,30037006,Anal fissure,,Chronic anal fissure
2584,54046004,Anal fistula,,Chronic anal fissure
2585,155825001,Bile duct calculus,,Calculus of bile duct with cholangitis
2586,197397004,Bile duct calculus (& [without mention of cholecystitis]),,Calculus of bile duct with cholangitis
2587,666821000000108,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2588,312981003,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2589,197400008,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2590,528421000000108,Bile duct calculus with no mention of cholecystitis and with obstruction,,Calculus of bile duct with cholangitis
2591,197399001,Bile duct calculus with no mention of cholecystitis and with obstruction,,Calculus of bile duct with cholangitis
2592,611851000000107,Bile duct calculus with other cholecystitis,,Calculus of bile duct with cholangitis
2593,197393000,Bile duct calculus with other cholecystitis,,Calculus of bile duct with cholangitis
2594,197394006,Bile duct calculus with other cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2595,611861000000105,Bile duct calculus with other cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2596,197395007,Bile duct calculus with other cholecystitis and obstruction,,Calculus of bile duct with cholangitis
2597,591791000000100,Bile duct calculus with other cholecystitis and obstruction,,Calculus of bile duct with cholangitis
2598,197396008,Bile duct calculus with other cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2599,591821000000105,Bile duct calculus with other cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2600,531511000000108,Bile duct calculus without mention of cholecystitis,,Calculus of bile duct with cholangitis
2601,266475002,Bile duct calculus without mention of cholecystitis,,Calculus of bile duct with cholangitis
2602,528411000000102,Bile duct calculus without mention of cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2603,197398009,Bile duct calculus without mention of cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2604,641791000000102,Bile duct calculus without mention of cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2605,197401007,Bile duct calculus without mention of cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2606,30093007,Calculus of bile duct,,Calculus of bile duct with cholangitis
2607,197376000,Cholelithiasis (& calculus: [bile duct] or [cystic duct] or [gallbladder]),,Calculus of bile duct with cholangitis
2608,155825001,Bile duct calculus,,Calculus of bile duct with cholangitis
2609,197397004,Bile duct calculus (& [without mention of cholecystitis]),,Calculus of bile duct with cholangitis
2610,666821000000108,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2611,312981003,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2612,197400008,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2613,528421000000108,Bile duct calculus with no mention of cholecystitis and with obstruction,,Calculus of bile duct with cholangitis
2614,197399001,Bile duct calculus with no mention of cholecystitis and with obstruction,,Calculus of bile duct with cholangitis
2615,611851000000107,Bile duct calculus with other cholecystitis,,Calculus of bile duct with cholangitis
2616,197393000,Bile duct calculus with other cholecystitis,,Calculus of bile duct with cholangitis
2617,197394006,Bile duct calculus with other cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2618,611861000000105,Bile duct calculus with other cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2619,197395007,Bile duct calculus with other cholecystitis and obstruction,,Calculus of bile duct with cholangitis
2620,591791000000100,Bile duct calculus with other cholecystitis and obstruction,,Calculus of bile duct with cholangitis
2621,197396008,Bile duct calculus with other cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2622,591821000000105,Bile duct calculus with other cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2623,531511000000108,Bile duct calculus without mention of cholecystitis,,Calculus of bile duct with cholangitis
2624,266475002,Bile duct calculus without mention of cholecystitis,,Calculus of bile duct with cholangitis
2625,528411000000102,Bile duct calculus without mention of cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2626,197398009,Bile duct calculus without mention of cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2627,641791000000102,Bile duct calculus without mention of cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2628,197401007,Bile duct calculus without mention of cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2629,30093007,Calculus of bile duct,,Calculus of bile duct with cholangitis
2630,197376000,Cholelithiasis (& calculus: [bile duct] or [cystic duct] or [gallbladder]),,Calculus of bile duct with cholangitis
2631,155825001,Bile duct calculus,,Calculus of bile duct with cholangitis
2632,197397004,Bile duct calculus (& [without mention of cholecystitis]),,Calculus of bile duct with cholangitis
2633,666821000000108,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2634,312981003,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2635,197400008,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2636,528421000000108,Bile duct calculus with no mention of cholecystitis and with obstruction,,Calculus of bile duct with cholangitis
2637,197399001,Bile duct calculus with no mention of cholecystitis and with obstruction,,Calculus of bile duct with cholangitis
2638,611851000000107,Bile duct calculus with other cholecystitis,,Calculus of bile duct with cholangitis
2639,197393000,Bile duct calculus with other cholecystitis,,Calculus of bile duct with cholangitis
2640,197394006,Bile duct calculus with other cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2641,611861000000105,Bile duct calculus with other cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2642,197395007,Bile duct calculus with other cholecystitis and obstruction,,Calculus of bile duct with cholangitis
2643,591791000000100,Bile duct calculus with other cholecystitis and obstruction,,Calculus of bile duct with cholangitis
2644,197396008,Bile duct calculus with other cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2645,591821000000105,Bile duct calculus with other cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2646,531511000000108,Bile duct calculus without mention of cholecystitis,,Calculus of bile duct with cholangitis
2647,266475002,Bile duct calculus without mention of cholecystitis,,Calculus of bile duct with cholangitis
2648,528411000000102,Bile duct calculus without mention of cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2649,197398009,Bile duct calculus without mention of cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2650,641791000000102,Bile duct calculus without mention of cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2651,197401007,Bile duct calculus without mention of cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2652,30093007,Calculus of bile duct,,Calculus of bile duct with cholangitis
2653,197376000,Cholelithiasis (& calculus: [bile duct] or [cystic duct] or [gallbladder]),,Calculus of bile duct with cholangitis
2654,155825001,Bile duct calculus,,Calculus of bile duct with cholangitis
2655,197397004,Bile duct calculus (& [without mention of cholecystitis]),,Calculus of bile duct with cholangitis
2656,666821000000108,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2657,312981003,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2658,197400008,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2659,528421000000108,Bile duct calculus with no mention of cholecystitis and with obstruction,,Calculus of bile duct with cholangitis
2660,197399001,Bile duct calculus with no mention of cholecystitis and with obstruction,,Calculus of bile duct with cholangitis
2661,611851000000107,Bile duct calculus with other cholecystitis,,Calculus of bile duct with cholangitis
2662,197393000,Bile duct calculus with other cholecystitis,,Calculus of bile duct with cholangitis
2663,197394006,Bile duct calculus with other cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2664,611861000000105,Bile duct calculus with other cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2665,197395007,Bile duct calculus with other cholecystitis and obstruction,,Calculus of bile duct with cholangitis
2666,591791000000100,Bile duct calculus with other cholecystitis and obstruction,,Calculus of bile duct with cholangitis
2667,197396008,Bile duct calculus with other cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2668,591821000000105,Bile duct calculus with other cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2669,531511000000108,Bile duct calculus without mention of cholecystitis,,Calculus of bile duct with cholangitis
2670,266475002,Bile duct calculus without mention of cholecystitis,,Calculus of bile duct with cholangitis
2671,528411000000102,Bile duct calculus without mention of cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2672,197398009,Bile duct calculus without mention of cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2673,641791000000102,Bile duct calculus without mention of cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2674,197401007,Bile duct calculus without mention of cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2675,30093007,Calculus of bile duct,,Calculus of bile duct with cholangitis
2676,197376000,Cholelithiasis (& calculus: [bile duct] or [cystic duct] or [gallbladder]),,Calculus of bile duct with cholangitis
2677,155825001,Bile duct calculus,,Calculus of bile duct with cholangitis
2678,197397004,Bile duct calculus (& [without mention of cholecystitis]),,Calculus of bile duct with cholangitis
2679,666821000000108,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2680,312981003,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2681,197400008,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2682,528421000000108,Bile duct calculus with no mention of cholecystitis and with obstruction,,Calculus of bile duct with cholangitis
2683,197399001,Bile duct calculus with no mention of cholecystitis and with obstruction,,Calculus of bile duct with cholangitis
2684,611851000000107,Bile duct calculus with other cholecystitis,,Calculus of bile duct with cholangitis
2685,197393000,Bile duct calculus with other cholecystitis,,Calculus of bile duct with cholangitis
2686,197394006,Bile duct calculus with other cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2687,611861000000105,Bile duct calculus with other cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2688,197395007,Bile duct calculus with other cholecystitis and obstruction,,Calculus of bile duct with cholangitis
2689,591791000000100,Bile duct calculus with other cholecystitis and obstruction,,Calculus of bile duct with cholangitis
2690,197396008,Bile duct calculus with other cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2691,591821000000105,Bile duct calculus with other cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2692,531511000000108,Bile duct calculus without mention of cholecystitis,,Calculus of bile duct with cholangitis
2693,266475002,Bile duct calculus without mention of cholecystitis,,Calculus of bile duct with cholangitis
2694,528411000000102,Bile duct calculus without mention of cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2695,197398009,Bile duct calculus without mention of cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2696,641791000000102,Bile duct calculus without mention of cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2697,197401007,Bile duct calculus without mention of cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2698,30093007,Calculus of bile duct,,Calculus of bile duct with cholangitis
2699,197376000,Cholelithiasis (& calculus: [bile duct] or [cystic duct] or [gallbladder]),,Calculus of bile duct with cholangitis
2700,155825001,Bile duct calculus,,Calculus of bile duct with cholangitis
2701,197397004,Bile duct calculus (& [without mention of cholecystitis]),,Calculus of bile duct with cholangitis
2702,666821000000108,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2703,312981003,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2704,197400008,Bile duct calculus NOS,,Calculus of bile duct with cholangitis
2705,528421000000108,Bile duct calculus with no mention of cholecystitis and with obstruction,,Calculus of bile duct with cholangitis
2706,197399001,Bile duct calculus with no mention of cholecystitis and with obstruction,,Calculus of bile duct with cholangitis
2707,611851000000107,Bile duct calculus with other cholecystitis,,Calculus of bile duct with cholangitis
2708,197393000,Bile duct calculus with other cholecystitis,,Calculus of bile duct with cholangitis
2709,197394006,Bile duct calculus with other cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2710,611861000000105,Bile duct calculus with other cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2711,197395007,Bile duct calculus with other cholecystitis and obstruction,,Calculus of bile duct with cholangitis
2712,591791000000100,Bile duct calculus with other cholecystitis and obstruction,,Calculus of bile duct with cholangitis
2713,197396008,Bile duct calculus with other cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2714,591821000000105,Bile duct calculus with other cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2715,531511000000108,Bile duct calculus without mention of cholecystitis,,Calculus of bile duct with cholangitis
2716,266475002,Bile duct calculus without mention of cholecystitis,,Calculus of bile duct with cholangitis
2717,528411000000102,Bile duct calculus without mention of cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2718,197398009,Bile duct calculus without mention of cholecystitis and no obstruction,,Calculus of bile duct with cholangitis
2719,641791000000102,Bile duct calculus without mention of cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2720,197401007,Bile duct calculus without mention of cholecystitis and obstruction NOS,,Calculus of bile duct with cholangitis
2721,30093007,Calculus of bile duct,,Calculus of bile duct with cholangitis
2722,197376000,Cholelithiasis (& calculus: [bile duct] or [cystic duct] or [gallbladder]),,Calculus of bile duct with cholangitis
2723,341611000000108,Brugada syndrome,Atrial fibrillation and flutter ,Other specified cardiac arrhythmias
2724,418818005,Brugada syndrome,Atrial fibrillation and flutter ,Other specified cardiac arrhythmias
2725,368901000000102,Brugada syndrome,Atrial fibrillation and flutter ,Other specified cardiac arrhythmias
2726,402021000000103,[X]Other chronic pancreatitis,,Alcohol-induced chronic pancreatitis
2727,155835007,Chronic pancreatitis,,Alcohol-induced chronic pancreatitis
2728,15974001,Chronic pancreatitis,,Alcohol-induced chronic pancreatitis
2729,197462002,Chronic pancreatitis,,Alcohol-induced chronic pancreatitis
2730,235494005,Chronic pancreatitis,,Alcohol-induced chronic pancreatitis
2731,402021000000103,[X]Other chronic pancreatitis,,Alcohol-induced chronic pancreatitis
2732,155835007,Chronic pancreatitis,,Alcohol-induced chronic pancreatitis
2733,15974001,Chronic pancreatitis,,Alcohol-induced chronic pancreatitis
2734,197462002,Chronic pancreatitis,,Alcohol-induced chronic pancreatitis
2735,235494005,Chronic pancreatitis,,Alcohol-induced chronic pancreatitis
2736,14094001,Hyperemesis gravidarum,,Hyperemesis gravidarum with metabolic disturbance
2737,156113005,Vomiting in pregnancy (& [excess] or [hyperemesis gravidarum] or [morning sickness]),,Hyperemesis gravidarum with metabolic disturbance
2738,267308007,Vomiting in pregnancy (& [excess] or [hyperemesis gravidarum] or [morning sickness]),,Hyperemesis gravidarum with metabolic disturbance
2739,14094001,Hyperemesis gravidarum,,Hyperemesis gravidarum with metabolic disturbance
2740,156113005,Vomiting in pregnancy (& [excess] or [hyperemesis gravidarum] or [morning sickness]),,Hyperemesis gravidarum with metabolic disturbance
2741,267308007,Vomiting in pregnancy (& [excess] or [hyperemesis gravidarum] or [morning sickness]),,Hyperemesis gravidarum with metabolic disturbance
2742,154764002,Hyperkalaemia,,Hyperkalaemia
2743,14140009,Hyperkalaemia,,Hyperkalaemia
2744,456471000000101,[X]Hydronephrosis with ureteral stricture NEC,Pyelonephritis,Pyonephrosis
2745,455631000000105,[X]Hydronephrosis with ureteral stricture NEC,Pyelonephritis,Pyonephrosis
2746,466941000000107,[X]Other and unspecified hydronephrosis,Pyelonephritis,Pyonephrosis
2747,155866001,Hydronephrosis,Pyelonephritis,Pyonephrosis
2748,43064006,Hydronephrosis,Pyelonephritis,Pyonephrosis
2749,601551000000106,Hydronephrosis NOS,Pyelonephritis,Pyonephrosis
2750,197791000,Hydronephrosis NOS,Pyelonephritis,Pyonephrosis
2751,196606004,Gastro-oesophageal reflux disease with ulceration,Perforated/bleeding ulcer,Gastro-oesophageal reflux disease with oesophagitis
2752,102620007,Gastroesophageal reflux,Perforated/bleeding ulcer,Gastro-oesophageal reflux disease with oesophagitis
2753,54856001,Gastroesophageal reflux disease,Perforated/bleeding ulcer,Gastro-oesophageal reflux disease with oesophagitis
2754,235595009,Gastrooesophageal reflux disease,Perforated/bleeding ulcer,Gastro-oesophageal reflux disease with oesophagitis
2755,196624002,Oesophageal reflux (& [without mention of oesophagitis]),Perforated/bleeding ulcer,Gastro-oesophageal reflux disease with oesophagitis
2756,266498005,Oesophagitis (& [reflux]) or oesophageal reflux,Perforated/bleeding ulcer,Gastro-oesophageal reflux disease with oesophagitis
2757,155673008,Oesophagitis (& [reflux]) or oesophageal reflux,Perforated/bleeding ulcer,Gastro-oesophageal reflux disease with oesophagitis
2758,196606004,Gastro-oesophageal reflux disease with ulceration,Perforated/bleeding ulcer,Gastro-oesophageal reflux disease with oesophagitis
2759,102620007,Gastroesophageal reflux,Perforated/bleeding ulcer,Gastro-oesophageal reflux disease with oesophagitis
2760,54856001,Gastroesophageal reflux disease,Perforated/bleeding ulcer,Gastro-oesophageal reflux disease with oesophagitis
2761,235595009,Gastrooesophageal reflux disease,Perforated/bleeding ulcer,Gastro-oesophageal reflux disease with oesophagitis
2762,196624002,Oesophageal reflux (& [without mention of oesophagitis]),Perforated/bleeding ulcer,Gastro-oesophageal reflux disease with oesophagitis
2763,266498005,Oesophagitis (& [reflux]) or oesophageal reflux,Perforated/bleeding ulcer,Gastro-oesophageal reflux disease with oesophagitis
2764,155673008,Oesophagitis (& [reflux]) or oesophageal reflux,Perforated/bleeding ulcer,Gastro-oesophageal reflux disease with oesophagitis
2765,191268006,Chronic anaemia,,Iron deficiency anaemia secondary to blood loss (chronic)
2766,191268006,Chronic anaemia,,Iron deficiency anaemia secondary to blood loss (chronic)
2767,191268006,Chronic anaemia,,Iron deficiency anaemia secondary to blood loss (chronic)
2768,191268006,Chronic anaemia,,Iron deficiency anaemia secondary to blood loss (chronic)
2769,191268006,Chronic anaemia,,Iron deficiency anaemia secondary to blood loss (chronic)
2770,191268006,Chronic anaemia,,Iron deficiency anaemia secondary to blood loss (chronic)
2771,191268006,Chronic anaemia,,Iron deficiency anaemia secondary to blood loss (chronic)
2772,191268006,Chronic anaemia,,Iron deficiency anaemia secondary to blood loss (chronic)
2773,125622002,Traumatic dislocation of ankle joint,,Dislocation of ankle joint
2774,269325002,Dislocated: [shoulder] or [acromioclavicular joint],,Dislocation of other and unspecified parts of shoulder girdle
2775,157259008,Dislocated: [shoulder] or [acromioclavicular joint],,Dislocation of other and unspecified parts of shoulder girdle
2776,125615005,Traumatic dislocation of shoulder region,,Dislocation of other and unspecified parts of shoulder girdle
2777,269325002,Dislocated: [shoulder] or [acromioclavicular joint],,Dislocation of other and unspecified parts of shoulder girdle
2778,157259008,Dislocated: [shoulder] or [acromioclavicular joint],,Dislocation of other and unspecified parts of shoulder girdle
2779,125615005,Traumatic dislocation of shoulder region,,Dislocation of other and unspecified parts of shoulder girdle
2780,154762003,(Potassium deficiency) or (hypokalaemia),Hypokalaemia,Hypokalaemia
2781,267508008,(Potassium deficiency) or (hypokalaemia),Hypokalaemia,Hypokalaemia
