"","snomed_code","snomed_description","icd10_code","icd10_description"
"1045","196606004","Gastro-oesophageal reflux disease with ulceration","K21.9","Gastro-oesophageal reflux disease without oesophagitis"
"1046","102620007","Gastroesophageal reflux","K21.9","Gastro-oesophageal reflux disease without oesophagitis"
"1047","54856001","Gastroesophageal reflux disease","K21.9","Gastro-oesophageal reflux disease without oesophagitis"
"1048","235595009","Gastrooesophageal reflux disease","K21.9","Gastro-oesophageal reflux disease without oesophagitis"
"1049","196624002","Oesophageal reflux (& [without mention of oesophagitis])","K21.9","Gastro-oesophageal reflux disease without oesophagitis"
"1050","266498005","Oesophagitis (& [reflux]) or oesophageal reflux","K21.9","Gastro-oesophageal reflux disease without oesophagitis"
"1051","155673008","Oesophagitis (& [reflux]) or oesophageal reflux","K21.9","Gastro-oesophageal reflux disease without oesophagitis"
"1052","191268006","Chronic anaemia","D64.9","Anaemia, unspecified"
"1053","191268006","Chronic anaemia","D64.9","Anaemia, unspecified"
"1054","125622002","Traumatic dislocation of ankle joint","S93.0","Dislocation of ankle joint"
"1055","269325002","Dislocated: [shoulder] or [acromioclavicular joint]","S43.0","Dislocation of shoulder joint"
"1056","157259008","Dislocated: [shoulder] or [acromioclavicular joint]","S43.0","Dislocation of shoulder joint"
"1057","125615005","Traumatic dislocation of shoulder region","S43.0","Dislocation of shoulder joint"
"1058","154762003","(Potassium deficiency) or (hypokalaemia)","E87.6","Hypokalaemia"
"1059","267508008","(Potassium deficiency) or (hypokalaemia)","E87.6","Hypokalaemia"
"1060","190900003","Hypokalaemia","E87.6","Hypokalaemia"
"1061","43339004","Hypokalaemia","E87.6","Hypokalaemia"
"1062","203323007","(Bone infection NOS of other specified site) or (costochondritis NOS)","M94.0","Chondrocostal junction syndrome [Tietze]"
"1063","203529005","(Bone or cartilage disorders NOS) or (costochondritis NOS)","M94.0","Chondrocostal junction syndrome [Tietze]"
"1064","268130001","(Bone/cartilage disorder NOS) or (costochrondritis) or (Tietze's syndrome)","M94.0","Chondrocostal junction syndrome [Tietze]"
"1065","156848001","(Bone/cartilage disorder NOS) or (costochrondritis) or (Tietze's syndrome)","M94.0","Chondrocostal junction syndrome [Tietze]"
"1066","64109004","Costal chondritis","M94.0","Chondrocostal junction syndrome [Tietze]"
"1067","203523006","Costochondritis","M94.0","Chondrocostal junction syndrome [Tietze]"
"1068","393606005","Costochondritis","M94.0","Chondrocostal junction syndrome [Tietze]"
"1069","240136001","Costochondritis NOS","M94.0","Chondrocostal junction syndrome [Tietze]"
"1070","621811000000103","Costochondritis NOS","M94.0","Chondrocostal junction syndrome [Tietze]"
"1074","418341009","Atrioventricular conduction disorder","I45.9","Conduction disorder, unspecified"
"1075","824071000000106","Traumatic dislocation of intercarpal joint","S63.0","Dislocation of wrist"
"1076","430887001","Dysfunction of sphincter of Oddi","K83.4","Spasm of sphincter of Oddi"
"1077","422747000","Upper urinary tract infection","N39.0","Urinary tract infection, site not specified"
"1078","478551000000108","[X]Other gastritis","K29.7","Gastritis, unspecified"
"1079","235653009","Gastritis","K29.7","Gastritis, unspecified"
"1080","4556007","Gastritis","K29.7","Gastritis, unspecified"
"1081","266503008","Gastritis &/or duodenitis","K29.7","Gastritis, unspecified"
"1082","196743006","Gastritis unspecified","K29.7","Gastritis, unspecified"
"1083","607761000000108","Gastritis unspecified","K29.7","Gastritis, unspecified"
"1084","197036000","Non-infective gastritis NOS","K29.7","Gastritis, unspecified"
"1085","611311000000102","Non-infective gastritis NOS","K29.7","Gastritis, unspecified"
"1086","196737009","Other specified gastritis","K29.7","Gastritis, unspecified"
"1087","617031000000104","Other specified gastritis","K29.7","Gastritis, unspecified"
"1088","196742001","Other specified gastritis NOS","K29.7","Gastritis, unspecified"
"1089","617041000000108","Other specified gastritis NOS","K29.7","Gastritis, unspecified"
"1090","4120002","Bronchiolitis","J21.9","Acute bronchiolitis, unspecified"
"1091","4009004","Lower urinary tract infectious disease","N39.0","Urinary tract infection, site not specified"
"1092","425481000000106","[X]Other specified rheumatoid arthritis","M06.9","Rheumatoid arthritis, unspecified"
"1093","226586002","Degenerative arthropathy","M06.9","Rheumatoid arthritis, unspecified"
"1094","80843008","Degenerative joint disease","M06.9","Rheumatoid arthritis, unspecified"
"1095","111219000","Degenerative joint disease of other site","M06.9","Rheumatoid arthritis, unspecified"
"1096","267888004","Osteoarthritis","M06.9","Rheumatoid arthritis, unspecified"
"1097","156486003","Osteoarthritis","M06.9","Rheumatoid arthritis, unspecified"
"1098","201818008","Osteoarthritis (& [allied disorders])","M06.9","Rheumatoid arthritis, unspecified"
"1099","227588009","Osteoarthrosis","M06.9","Rheumatoid arthritis, unspecified"
"1100","656641000000108","Other rheumatoid arthritis of spine","M06.9","Rheumatoid arthritis, unspecified"
"1101","201765008","Other rheumatoid arthritis of spine","M06.9","Rheumatoid arthritis, unspecified"
"1102","201792002","Other rheumatoid arthropathy with visceral or systemic involvement","M06.9","Rheumatoid arthritis, unspecified"
"1103","689601000000106","Other rheumatoid arthropathy with visceral or systemic involvement","M06.9","Rheumatoid arthritis, unspecified"
"1104","224729007","Proliferative arthritis","M06.9","Rheumatoid arthritis, unspecified"
"1105","156471009","Rheumatoid arthritis","M06.9","Rheumatoid arthritis, unspecified"
"1106","69896004","Rheumatoid arthritis","M06.9","Rheumatoid arthritis, unspecified"
"1107","156480009","Rheumatoid arthritis - other joint","M06.9","Rheumatoid arthritis, unspecified"
"1108","646871000000103","Rheumatoid arthritis - other joint","M06.9","Rheumatoid arthritis, unspecified"
"1109","287009003","Rheumatoid arthritis - other joint","M06.9","Rheumatoid arthritis, unspecified"
"1110","156481008","Rheumatoid arthritis NOS","M06.9","Rheumatoid arthritis, unspecified"
"1111","646881000000101","Rheumatoid arthritis NOS","M06.9","Rheumatoid arthritis, unspecified"
"1112","287010008","Rheumatoid arthritis NOS","M06.9","Rheumatoid arthritis, unspecified"
"1113","656651000000106","Rheumatoid arthritis of other tarsal joint","M06.9","Rheumatoid arthritis, unspecified"
"1114","201782005","Rheumatoid arthritis of other tarsal joint","M06.9","Rheumatoid arthritis, unspecified"
"1115","239793008","Rheumatoid arthritis with organ / system involvement","M06.9","Rheumatoid arthritis, unspecified"
"1116","111218008","Rheumatoid arthritis with other visceral or systemic involvement","M06.9","Rheumatoid arthritis, unspecified"
"1117","735600005","Rheumatoid arthritis without erosion","M06.9","Rheumatoid arthritis, unspecified"
"1118","201795000","Rheumatoid arthropathy with visceral or systemic involvement NOS","M06.9","Rheumatoid arthritis, unspecified"
"1119","449911000000109","[X]Bradycardia, unspecified","R00.1","Bradycardia, unspecified"
"1120","456541000000106","[X]Bradycardia, unspecified","R00.1","Bradycardia, unspecified"
"1121","48867003","Bradycardia","R00.1","Bradycardia, unspecified"
"1122","412691000000107","[X]Other ulcerative colitis","K51.9","Ulcerative colitis, unspecified"
"1123","27701000","Proctocolitis","K51.9","Ulcerative colitis, unspecified"
"1124","196988003","Ulcerative colitis","K51.9","Ulcerative colitis, unspecified"
"1125","266447004","Ulcerative colitis","K51.9","Ulcerative colitis, unspecified"
"1126","64766004","Ulcerative colitis","K51.9","Ulcerative colitis, unspecified"
"1127","155764007","Ulcerative colitis","K51.9","Ulcerative colitis, unspecified"
"1128","598521000000103","Ulcerative proctocolitis NOS","K51.9","Ulcerative colitis, unspecified"
"1129","196990002","Ulcerative proctocolitis NOS","K51.9","Ulcerative colitis, unspecified"
"1130","156319000","(Impetigo) or (pemphigus neonatorum)","L01.0","Impetigo [any organism] [any site]"
"1131","267836006","(Impetigo) or (pemphigus neonatorum)","L01.0","Impetigo [any organism] [any site]"
"1132","48277006","Impetigo","L01.0","Impetigo [any organism] [any site]"
"1133","200701009","Impetigo contagiosa unspecified","L01.0","Impetigo [any organism] [any site]"
"1134","686731000000101","Impetigo contagiosa unspecified","L01.0","Impetigo [any organism] [any site]"
"1135","200710001","Impetigo NOS","L01.0","Impetigo [any organism] [any site]"
"1136","677481000000102","Impetigo NOS","L01.0","Impetigo [any organism] [any site]"
"1137","195113008","(Left ventricular: [failure] or [impaired function]) or (cardiac asthma) or (acute pulmonary oedema)","I50.1","Left ventricular failure"
"1138","85232009","Left heart failure","I50.1","Left ventricular failure"
"1139","155376009","Left ventricular failure","I50.1","Left ventricular failure"
"1140","155855008","Acute renal failure","N17.9","Acute renal failure, unspecified"
"1141","197653006","Acute renal failure NOS","N17.9","Acute renal failure, unspecified"
"1142","610531000000109","Acute renal failure NOS","N17.9","Acute renal failure, unspecified"
"1143","14669001","Acute renal failure syndrome","N17.9","Acute renal failure, unspecified"
"1144","610521000000107","Other acute renal failure","N17.9","Acute renal failure, unspecified"
"1145","197652001","Other acute renal failure","N17.9","Acute renal failure, unspecified"
"1146","465941000000101","[X]Other spontaneous pneumothorax","J93.1","Other spontaneous pneumothorax"
"1147","196103008","Other spontaneous pneumothorax","J93.1","Other spontaneous pneumothorax"
"1148","616201000000104","Other spontaneous pneumothorax","J93.1","Other spontaneous pneumothorax"
"1149","689441000000106","Other spontaneous pneumothorax NOS","J93.1","Other spontaneous pneumothorax"
"1150","266367007","Other spontaneous pneumothorax NOS","J93.1","Other spontaneous pneumothorax"
"1151","155610003","Spontaneous pneumothorax","J93.1","Other spontaneous pneumothorax"
"1152","80423007","Spontaneous pneumothorax","J93.1","Other spontaneous pneumothorax"
"1153","233644000","Spontaneous pneumothorax NOS","J93.1","Other spontaneous pneumothorax"
"1154","624871000000106","Spontaneous pneumothorax NOS","J93.1","Other spontaneous pneumothorax"
"1155","196105001","Spontaneous pneumothorax NOS: (& other)","J93.1","Other spontaneous pneumothorax"
"1156","81996005","Torsion of testis","N44.X","Torsion of testis"
"1157","155937003","Torsion of testis","N44.X","Torsion of testis"
"1158","636781000000109","Torsion of testis NOS","N44.X","Torsion of testis"
"1159","198048004","Torsion of testis NOS","N44.X","Torsion of testis"
"1160","636771000000107","Torsion of testis unspecified","N44.X","Torsion of testis"
"1161","198045001","Torsion of testis unspecified","N44.X","Torsion of testis"
"1162","266306001","(Atrial fibrillation) or (atrial flutter)","I48.X","Atrial fibrillation and flutter"
"1163","155364009","(Atrial fibrillation) or (atrial flutter)","I48.X","Atrial fibrillation and flutter"
"1164","49436004","Atrial fibrillation","I48.X","Atrial fibrillation and flutter"
"1165","154837005","Mesenteric adenitis","I88.0","Nonspecific mesenteric lymphadenitis"
"1166","44897000","Mesenteric lymphadenitis","I88.0","Nonspecific mesenteric lymphadenitis"
"1167","191376006","Mesenteric lymphadenitis (& nonspecific)","I88.0","Nonspecific mesenteric lymphadenitis"
"1168","195038000","(Conduction disorders (& [of heart])) or (heart block)","I49.9","Cardiac arrhythmia, unspecified"
"1169","410601000000101","[X]Other and unspecified premature depolarisation","I49.9","Cardiac arrhythmia, unspecified"
"1170","416471000000105","[X]Other specified cardiac arrhythmias","I49.9","Cardiac arrhythmia, unspecified"
"1171","464271000000102","[X]Other specified conduction disorders","I49.9","Cardiac arrhythmia, unspecified"
"1172","630621000000100","Cardiac dysrhythmia NOS","I49.9","Cardiac arrhythmia, unspecified"
"1173","44808001","Conduction disorder of the heart","I49.9","Cardiac arrhythmia, unspecified"
"1174","155354000","Conduction disorders (& [heart block])","I49.9","Cardiac arrhythmia, unspecified"
"1175","603761000000102","Conduction disorders NOS","I49.9","Cardiac arrhythmia, unspecified"
"1176","195068009","Conduction disorders NOS","I49.9","Cardiac arrhythmia, unspecified"
"1177","155362008","Conduction disorders NOS","I49.9","Cardiac arrhythmia, unspecified"
"1178","195066008","Conduction disorders unspecified","I49.9","Cardiac arrhythmia, unspecified"
"1179","603751000000100","Conduction disorders unspecified","I49.9","Cardiac arrhythmia, unspecified"
"1180","603811000000109","Other cardiac dysrhythmia NOS","I49.9","Cardiac arrhythmia, unspecified"
"1181","682581000000105","Other cardiac dysrhythmias","I49.9","Cardiac arrhythmia, unspecified"
"1182","646511000000105","Other conduction disorders","I49.9","Cardiac arrhythmia, unspecified"
"1183","195062005","Other conduction disorders","I49.9","Cardiac arrhythmia, unspecified"
"1184","603741000000103","Other conduction disorders NOS","I49.9","Cardiac arrhythmia, unspecified"
"1185","195065007","Other conduction disorders NOS","I49.9","Cardiac arrhythmia, unspecified"
"1186","502351000000102","[D]Pulmonary haemorrhage","R04.8","Haemorrhage from other sites in respiratory passages"
"1187","274252009","[D]Pulmonary haemorrhage","R04.8","Haemorrhage from other sites in respiratory passages"
"1188","425341000000109","[D]Pulmonary haemorrhage NOS","R04.8","Haemorrhage from other sites in respiratory passages"
"1189","390981000000106","[X]Other pulmonary haemorrhages originating in the perinatal period","R04.8","Haemorrhage from other sites in respiratory passages"
"1190","603231000000100","Other specified perinatal pulmonary haemorrhage","R04.8","Haemorrhage from other sites in respiratory passages"
"1191","206306009","Other specified perinatal pulmonary haemorrhage","R04.8","Haemorrhage from other sites in respiratory passages"
"1192","587361000000101","Perinatal pulmonary haemorrhage NOS","R04.8","Haemorrhage from other sites in respiratory passages"
"1193","206307000","Perinatal pulmonary haemorrhage NOS","R04.8","Haemorrhage from other sites in respiratory passages"
"1194","78144005","Pulmonary haemorrhage","R04.8","Haemorrhage from other sites in respiratory passages"
"1195","158386009","Pulmonary haemorrhage [D]","R04.8","Haemorrhage from other sites in respiratory passages"
"1196","195918003","Basal pneumonia due to unspecified organism","J18.1","Lobar pneumonia, unspecified"
"1197","307763005","Basal pneumonia due to unspecified organism","J18.1","Lobar pneumonia, unspecified"
"1198","278516003","Lobar pneumonia","J18.1","Lobar pneumonia, unspecified"
"1199","195916004","Lobar pneumonia due to unspecified organism","J18.1","Lobar pneumonia, unspecified"
"1200","656891000000102","Lobar pneumonia due to unspecified organism","J18.1","Lobar pneumonia, unspecified"
"1201","54339004","Pneumococcal pneumonia","J18.1","Lobar pneumonia, unspecified"
"1202","266392005","Pneumonia: [lobar] or [pneumococcal]","J18.1","Lobar pneumonia, unspecified"
"1203","155550005","Pneumonia: [lobar] or [pneumococcal]","J18.1","Lobar pneumonia, unspecified"
"1204","126853008","Neoplasm of biliary tract","D37.6","Neoplasm of uncertain or unknown behaviour: Liver, gallbladder and bile ducts"
"1205","126853008","Neoplasm of biliary tract","D37.6","Neoplasm of uncertain or unknown behaviour: Liver, gallbladder and bile ducts"
"1206","126851005","Neoplasm of liver","D37.6","Neoplasm of uncertain or unknown behaviour: Liver, gallbladder and bile ducts"
"1207","126851005","Neoplasm of liver","D37.6","Neoplasm of uncertain or unknown behaviour: Liver, gallbladder and bile ducts"
"1208","86014007","Trifascicular block","I45.3","Trifascicular block"
"1209","28189009","Mobitz type II atrioventricular block","I44.1","Atrioventricular block, second degree"
"1221","266075009","Giardiasis","A07.1","Giardiasis [lambliasis]"
"1222","266176008","Giardiasis (& [colitis])","A07.1","Giardiasis [lambliasis]"
"1223","186124000","Giardiasis: [lambliasis] or [colitis]","A07.1","Giardiasis [lambliasis]"
"1224","10679007","Infection by Giardia lamblia","A07.1","Giardiasis [lambliasis]"
"1225","367494004","Premature birth of newborn","P07.3","Other preterm infants"
"1226","196854005","(Umbilical hernia) or (paraumbilical hernia) or (omphalocele)","K42.9","Umbilical hernia without obstruction or gangrene"
"1227","205516007","Exomphalos (& congenital)","K42.9","Umbilical hernia without obstruction or gangrene"
"1228","157007005","Exomphalos (& congenital)","K42.9","Umbilical hernia without obstruction or gangrene"
"1229","23960006","Funicular hernia of umbilical cord","K42.9","Umbilical hernia without obstruction or gangrene"
"1230","66802009","Infantile hernia","K42.9","Umbilical hernia without obstruction or gangrene"
"1231","196870007","Simple umbilical hernia NOS","K42.9","Umbilical hernia without obstruction or gangrene"
"1232","49324006","Umbilical hernia","K42.9","Umbilical hernia without obstruction or gangrene"
"1233","396347007","Umbilical hernia","K42.9","Umbilical hernia without obstruction or gangrene"
"1234","155753009","Umbilical hernia (& [simple])","K42.9","Umbilical hernia without obstruction or gangrene"
"1235","266514006","Umbilical hernia (& [simple])","K42.9","Umbilical hernia without obstruction or gangrene"
"1236","618781000000103","Umbilical hernia NOS","K42.9","Umbilical hernia without obstruction or gangrene"
"1237","196875002","Umbilical hernia NOS","K42.9","Umbilical hernia without obstruction or gangrene"
"1238","7544003","Umbilical hernia without obstruction AND without gangrene","K42.9","Umbilical hernia without obstruction or gangrene"
"1239","196867008","Uncomplicated umbilical hernia","K42.9","Umbilical hernia without obstruction or gangrene"
"1240","609151000000103","Unspecified umbilical hernia","K42.9","Umbilical hernia without obstruction or gangrene"
"1241","196871006","Unspecified umbilical hernia","K42.9","Umbilical hernia without obstruction or gangrene"
"1242","196874003","Unspecified umbilical hernia NOS","K42.9","Umbilical hernia without obstruction or gangrene"
"1243","618771000000100","Unspecified umbilical hernia NOS","K42.9","Umbilical hernia without obstruction or gangrene"
"1244","190323008","Diabetes mellitus: [adult onset, with no mention of complication] or [maturity onset] or [non-insulin dependent]","E11.9","Type 2 diabetes mellitus without complications"
"1245","267468009","Diabetes mellitus: [adult onset] or [noninsulin dependent]","E11.9","Type 2 diabetes mellitus without complications"
"1246","154672006","Diabetes mellitus: [adult onset] or [noninsulin dependent]","E11.9","Type 2 diabetes mellitus without complications"
"1247","44054006","Type 2 diabetes mellitus","E11.9","Type 2 diabetes mellitus without complications"
"1248","50231000000106","Type II diabetes mellitus","E11.9","Type 2 diabetes mellitus without complications"
"1249","190384004","Type II diabetes mellitus","E11.9","Type 2 diabetes mellitus without complications"
"1250","43721000000105","Type II diabetes mellitus","E11.9","Type 2 diabetes mellitus without complications"
"1251","78451000000104","Type II diabetes mellitus","E11.9","Type 2 diabetes mellitus without complications"
"1252","197067003","(Intestinal adhesions with obstruction) or (other intestinal obstruction)","K56.6","Other and unspecified intestinal obstruction"
"1253","155777003","(Intestinal obstruction NOS) or (intestinal stricture)","K56.6","Other and unspecified intestinal obstruction"
"1254","266523009","(Intestinal obstruction NOS) or (intestinal stricture)","K56.6","Other and unspecified intestinal obstruction"
"1255","465681000000103","[X]Ileus, unspecified","K56.6","Other and unspecified intestinal obstruction"
"1256","414901000000102","[X]Ileus, unspecified","K56.6","Other and unspecified intestinal obstruction"
"1257","463971000000108","[X]Other and unspecified intestinal obstruction","K56.6","Other and unspecified intestinal obstruction"
"1258","235804006","Colonic obstruction NOS","K56.6","Other and unspecified intestinal obstruction"
"1259","662311000000109","Colonic obstruction NOS","K56.6","Other and unspecified intestinal obstruction"
"1260","278524008","Ileus","K56.6","Other and unspecified intestinal obstruction"
"1261","81060008","Intestinal obstruction","K56.6","Other and unspecified intestinal obstruction"
"1262","197072007","Intestinal obstruction NOS","K56.6","Other and unspecified intestinal obstruction"
"1263","579921000000109","Intestinal obstruction NOS","K56.6","Other and unspecified intestinal obstruction"
"1264","197044000","Intestinal obstruction without mention of hernia","K56.6","Other and unspecified intestinal obstruction"
"1265","528601000000101","Intestinal obstruction without mention of hernia","K56.6","Other and unspecified intestinal obstruction"
"1266","197080000","Obstruction NOS: [intestinal] or [colonic] or [large bowel] or [small bowel] or [subacute intestinal]","K56.6","Other and unspecified intestinal obstruction"
"1267","155771002","Obstruction of intestine","K56.6","Other and unspecified intestinal obstruction"
"1268","579931000000106","Obstruction of intestine NOS","K56.6","Other and unspecified intestinal obstruction"
"1269","197073002","Obstruction of intestine NOS","K56.6","Other and unspecified intestinal obstruction"
"1270","579941000000102","Occlusion of intestine NOS","K56.6","Other and unspecified intestinal obstruction"
"1271","197074008","Occlusion of intestine NOS","K56.6","Other and unspecified intestinal obstruction"
"1272","676991000000106","Other intestinal obstruction","K56.6","Other and unspecified intestinal obstruction"
"1273","266456007","Other intestinal obstruction","K56.6","Other and unspecified intestinal obstruction"
"1274","197071000","Other intestinal obstruction NOS","K56.6","Other and unspecified intestinal obstruction"
"1275","579911000000103","Other intestinal obstruction NOS","K56.6","Other and unspecified intestinal obstruction"
"1276","266307005","(Gallop rhythym) or (sick sinus syndrome) or (wandering pacemaker) or (cardiac dysrhythmias NOS)","I49.5","Sick sinus syndrome"
"1277","155373001","(Gallop rhythym) or (sick sinus syndrome) or (wandering pacemaker) or (cardiac dysrhythmias NOS)","I49.5","Sick sinus syndrome"
"1278","36083008","Sick sinus syndrome","I49.5","Sick sinus syndrome"
"1279","266407006","(Pleural effusion NOS) or (haemothorax) or (hydrothorax)","J90.X","Pleural effusion, not elsewhere classified"
"1280","467751000000106","[X]Pleural effusion in conditions classified elsewhere","J90.X","Pleural effusion, not elsewhere classified"
"1281","196096005","Other pleural effusion","J90.X","Pleural effusion, not elsewhere classified"
"1282","616151000000109","Other pleural effusion","J90.X","Pleural effusion, not elsewhere classified"
"1283","196091000","Other pleural effusion excluding mention of tuberculosis","J90.X","Pleural effusion, not elsewhere classified"
"1284","627111000000103","Other pleural effusion excluding mention of tuberculosis","J90.X","Pleural effusion, not elsewhere classified"
"1285","155606001","Pleural effusion","J90.X","Pleural effusion, not elsewhere classified"
"1286","60046008","Pleural effusion","J90.X","Pleural effusion, not elsewhere classified"
"1287","196097001","Pleural effusion NOS","J90.X","Pleural effusion, not elsewhere classified"
"1288","196101005","Pleural effusion NOS","J90.X","Pleural effusion, not elsewhere classified"
"1289","627121000000109","Pleural effusion NOS","J90.X","Pleural effusion, not elsewhere classified"
"1290","128404006","Right heart failure","I50.0","Congestive heart failure"
"1291","233925005","Right ventricular failure","I50.0","Congestive heart failure"
"1292","834741000000101","Right ventricular failure","I50.0","Congestive heart failure"
"1293","367363000","Right ventricular failure","I50.0","Congestive heart failure"
"1294","236023009","Bubonocele","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1295","66802009","Infantile hernia","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1296","266440002","Inguinal hernia","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1297","44297005","Inguinal hernia","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1298","396232000","Inguinal hernia","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1299","196800008","Inguinal hernia (& [direct] or [indirect]) or (scrotal hernia) or (bubonocele)","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1300","266508004","Inguinal hernia (& [left] or [right])","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1301","647891000000101","Inguinal hernia NOS","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1302","196828002","Inguinal hernia NOS","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1303","84231005","Inguinal hernia without obstruction AND without gangrene","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1304","266510002","Inguinal hernia: [NOS] or [left] or [right]","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1305","53202005","Inguinofemoral hernia","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1306","196820009","Simple inguinal hernia NOS","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1307","196815009","Uncomplicated inguinal hernia","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1308","196825004","Unspecified bilateral inguinal hernia","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1309","653001000000106","Unspecified bilateral inguinal hernia","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1310","196826003","Unspecified bilateral recurrent inguinal hernia","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1311","647871000000100","Unspecified bilateral recurrent inguinal hernia","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1312","196822001","Unspecified inguinal hernia","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1313","647851000000109","Unspecified inguinal hernia","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1314","196827007","Unspecified inguinal hernia NOS","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1315","647881000000103","Unspecified inguinal hernia NOS","K40.9","Unilateral or unspecified inguinal hernia, without obstruction or gangrene"
"1316","281503004","Dislocation of carpometacarpal joint","S63.0","Dislocation of wrist"
"1317","707831000000103","Chronic constipation","K59.0","Constipation"
"1318","236069009","Chronic constipation","K59.0","Constipation"
"1319","312912001","Macular oedema due to diabetes mellitus","H35.8","Other specified retinal disorders"
"1320","196876001","Hernia: [ventral] or [epigastric] or [incisional]","K43.2","Incisional hernia without obstruction or gangrene"
"1321","74954003","Incisional hernia","K43.2","Incisional hernia without obstruction or gangrene"
"1322","236037000","Incisional hernia","K43.2","Incisional hernia without obstruction or gangrene"
"1323","155752004","Incisional hernia (& [simple])","K43.2","Incisional hernia without obstruction or gangrene"
"1324","266513000","Incisional hernia (& [simple])","K43.2","Incisional hernia without obstruction or gangrene"
"1325","196899002","Incisional hernia NOS","K43.2","Incisional hernia without obstruction or gangrene"
"1326","618901000000105","Incisional hernia NOS","K43.2","Incisional hernia without obstruction or gangrene"
"1327","241556001","Postoperative incisional hernia","K43.2","Incisional hernia without obstruction or gangrene"
"1328","1187001","Postoperative incisional hernia","K43.2","Incisional hernia without obstruction or gangrene"
"1329","196894007","Uncomplicated incisional hernia","K43.2","Incisional hernia without obstruction or gangrene"
"1330","395649008","Long Q-T syndrome","I49.8","Other specified cardiac arrhythmias"
"1331","9651007","Long QT syndrome","I49.8","Other specified cardiac arrhythmias"
"1332","427793007","Complication of urinary catheter","T83.8","Other complications of genitourinary prosthetic devices, implants and grafts"
"1333","217076000","Urinary catheterisation as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of procedure","T83.8","Other complications of genitourinary prosthetic devices, implants and grafts"
"1334","528651000000100","Urinary catheterisation as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of procedure","T83.8","Other complications of genitourinary prosthetic devices, implants and grafts"
"1339","211581007","(Crush injury: [finger(s)] or [thumb]) or (trapped finger)","S67.0","Crushing injury of thumb and other finger(s)"
"1340","10380004","Crushing injury of finger","S67.0","Crushing injury of thumb and other finger(s)"
"1341","9707006","Intestinal volvulus","K56.2","Volvulus"
"1342","155774005","Volvulus","K56.2","Volvulus"
"1343","197057008","Volvulus (& [torsion of bowel])","K56.2","Volvulus"
"1344","579871000000100","Volvulus NOS","K56.2","Volvulus"
"1345","197061002","Volvulus NOS","K56.2","Volvulus"
