,target_system,target_version,target_code,target_description,concept
310,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),"Refractory anaemia, unspecified"
311,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Other myelodysplastic syndromes
312,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),"Myelodysplastic syndrome, unspecified"
313,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Iron deficiency anaemia secondary to blood loss (chronic)
314,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Sideropenic dysphagia
315,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Other iron deficiency anaemias
316,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),"Iron deficiency anaemia, unspecified"
317,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Vitamin B12 deficiency anaemia due to intrinsic factor deficiency
318,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Vitamin B12 deficiency anaemia due to selective vitamin B12 malabsorption with proteinuria
319,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Transcobalamin II deficiency
320,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Other dietary vitamin B12 deficiency anaemia
321,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Other vitaminB12 deficiency anaemias
322,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),"Vitamin B12 deficiency anaemia, unspecified"
323,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Dietary folate deficiency anaemia
324,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Drug-induced folate deficiency anaemia
325,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Other folate deficiency anaemias
326,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),"Folate deficiency anaemia, unspecified"
327,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),"Other megaloblastic anaemias, not elsewhere classified"
328,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Sickle-cell anaemia without crisis
329,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Hereditary spherocytosis
330,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Hereditary elliptocytosis
331,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Other haemoglobinopathies
332,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Other specified hereditary haemolytic anaemias
333,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),"Hereditary haemolytic anaemia, unspecified"
334,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Drug-induced autoimmune haemolytic anaemia
335,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Other autoimmune haemolytic anaemias
336,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Drug-induced nonautoimmune haemolytic anaemia
337,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Other nonautoimmune haemolytic anaemias
338,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Other acquired haemolytic anaemias
339,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),"Acquired haemolytic anaemia, unspecified"
340,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Other specified anaemias
341,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),"Anaemia, unspecified"
343,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),Other hypoglycaemia
344,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,271737000,Anemia (disorder),"Hypoglycaemia, unspecified"
345,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,449671007,Cellulitis of upper limb (disorder),Lymphangitis
346,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,449671007,Cellulitis of upper limb (disorder),Impetigo [any organism] [any site]
347,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,449671007,Cellulitis of upper limb (disorder),Cellulitis of finger and toe
348,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,449671007,Cellulitis of upper limb (disorder),Cellulitis of other parts of limb
349,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,449671007,Cellulitis of upper limb (disorder),Cellulitis of face
350,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,449671007,Cellulitis of upper limb (disorder),Cellulitis of trunk
351,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,449671007,Cellulitis of upper limb (disorder),Cellulitis of other sites
352,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,449671007,Cellulitis of upper limb (disorder),"Cellulitis, unspecified"
353,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,449671007,Cellulitis of upper limb (disorder),Pyoderma
354,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,449671007,Cellulitis of upper limb (disorder),Other specified local infections of skin and subcutaneous tissue
355,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,449671007,Cellulitis of upper limb (disorder),"Local infection of skin and subcutaneous tissue, unspecified"
356,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Insulin-dependent diabetes mellitus; With coma
357,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Insulin-dependent diabetes mellitus; With ketoacidosis
358,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Insulin-dependent diabetes mellitus; With ketoacidosis
359,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Insulin-dependent diabetes mellitus; With renal complications
360,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Insulin-dependent diabetes mellitus; With ophthalmic complications
361,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Insulin-dependent diabetes mellitus; With peripheral circulatory complications
362,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Insulin-dependent diabetes mellitus; With other specified complications
363,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Insulin-dependent diabetes mellitus; With multiple complications
364,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Insulin-dependent diabetes mellitus; With unspecified complications
365,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Insulin-dependent diabetes mellitus; Without complications
366,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Non-insulin-dependent diabetes mellitus; With coma
367,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Non-insulin-dependent diabetes mellitus; With ketoacidosis
368,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Non-insulin-dependent diabetes mellitus; With ketoacidosis
369,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Non-insulin-dependent diabetes mellitus; With renal complications
370,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Non-insulin-dependent diabetes mellitus; With ophthalmic complications
371,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Non-insulin-dependent diabetes mellitus; With peripheral circulatory complications
372,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Non-insulin-dependent diabetes mellitus; With other specified complications
373,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Non-insulin-dependent diabetes mellitus; With multiple complications
374,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Non-insulin-dependent diabetes mellitus; With unspecified complications
375,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Non-insulin-dependent diabetes mellitus; Without complications
376,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Other specified diabetes mellitus; With ketoacidosis
377,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Other specified diabetes mellitus; With renal complications
378,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Other specified diabetes mellitus; With ophthalmic complications
379,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Other specified diabetes mellitus; With peripheral circulatory complications
380,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Other specified diabetes mellitus; With other specified complications
381,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Other specified diabetes mellitus; With multiple complications
382,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Other specified diabetes mellitus; With unspecified complications
383,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Other specified diabetes mellitus; Without complications
384,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Unspecified diabetes mellitus; With ketoacidosis
385,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Unspecified diabetes mellitus; With renal complications
386,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Unspecified diabetes mellitus; With ophthalmic complications
387,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Unspecified diabetes mellitus; With peripheral circulatory complications
388,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Unspecified diabetes mellitus; With other specified complications
389,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Unspecified diabetes mellitus; With multiple complications
390,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Unspecified diabetes mellitus; With unspecified complications
391,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Unspecified diabetes mellitus; Without complications
392,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Drug-induced hypoglycaemia without coma
393,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),Other hypoglycaemia
394,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,315051004,Diabetes resolved (finding),"Hypoglycaemia, unspecified"
395,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,190412005,Malnutrition-related diabetes mellitus without complications (disorder),"Mechanical complication of gastrointestinal prosthetic devices, implants and grafts"
396,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,190412005,Malnutrition-related diabetes mellitus without complications (disorder),"Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified"
397,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,190412005,Malnutrition-related diabetes mellitus without complications (disorder),Attention to gastrostomy
398,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,1871000124103,Transition from acute care to home-health care (finding),Toxic effect: Ethanol
399,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,1871000124103,Transition from acute care to home-health care (finding),Toxic effect: Venom of other arthropods
400,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,1871000124103,Transition from acute care to home-health care (finding),Toxic effect: Toxic effect of unspecified substance
401,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,1871000124103,Transition from acute care to home-health care (finding),Hypothermia
402,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,1871000124103,Transition from acute care to home-health care (finding),"Effect of reduced temperature, unspecified"
403,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,12901004,Transitory neonatal electrolyte disturbance (disorder),Syndrome of inappropriate secretion of antidiuretic hormone
404,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,12901004,Transitory neonatal electrolyte disturbance (disorder),Magnesium deficiency
405,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,12901004,Transitory neonatal electrolyte disturbance (disorder),Disorders of magnesium metabolism
406,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,12901004,Transitory neonatal electrolyte disturbance (disorder),Disorders of calcium metabolism
407,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,12901004,Transitory neonatal electrolyte disturbance (disorder),Volume depletion
408,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,12901004,Transitory neonatal electrolyte disturbance (disorder),Hyperosmolality and hypernatraemia
409,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,12901004,Transitory neonatal electrolyte disturbance (disorder),Hypo-osmolality and hyponatraemia
410,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,12901004,Transitory neonatal electrolyte disturbance (disorder),Hyperkalaemia
411,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,12901004,Transitory neonatal electrolyte disturbance (disorder),Hypokalaemia
412,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,12901004,Transitory neonatal electrolyte disturbance (disorder),Fluid overload
413,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,12901004,Transitory neonatal electrolyte disturbance (disorder),"Other disorders of electrolyte and fluid balance, not elsewhere classified"
414,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),Nonobstructive reflux-associated chronic pyelonephritis
415,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),Chronic obstructive pyelonephritis
416,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),Other chronic tubulo-interstitial nephritis
417,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),"Chronic tubulo-interstitial nephritis, unspecified"
418,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),Pyonephrosis
419,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),Acute cystitis
420,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),Interstitial cystitis (chronic)
421,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),Other chronic cystitis
422,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),Trigonitis
423,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),Irradiation cystitis
424,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),Other cystitis
425,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),"Cystitis, unspecified"
426,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),Nonspecific urethritis
427,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),Other urethritis
428,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),"Urethral syndrome, unspecified"
429,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,68566005,Urinary tract infectious disease (disorder),"Urinary tract infection, site not specified"
430,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,389026000,Ascites (disorder),Ascites
431,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,938911000000100,At risk of acute kidney injury (finding),Other acute renal failure
432,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,938911000000100,At risk of acute kidney injury (finding),"Acute renal failure, unspecified"
433,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,938911000000100,At risk of acute kidney injury (finding),Postprocedural renal failure
434,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59282003,Pulmonary embolism (disorder),Pulmonary embolism with mention of acute cor pulmonale
435,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59282003,Pulmonary embolism (disorder),Pulmonary embolism without mention of acute cor pulmonale
436,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59282003,Pulmonary embolism (disorder),Chest pain on breathing
437,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,59282003,Pulmonary embolism (disorder),Pleurisy
438,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),"Influenza with pneumonia, influenza virus identified"
439,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),"Influenza with pneumonia, virus not identified"
440,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Adenoviral pneumonia
441,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Respiratory syncytial virus pneumonia
442,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Parainfluenza virus pneumonia
443,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Parainfluenza virus pneumonia
444,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Other viral pneumonia
445,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),"Viral pneumonia, unspecified"
446,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Pneumonia due to Streptococcus pneumoniae
447,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Pneumonia due to Haemophilus influenzae
448,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),"Pneumonia due to streptococcus, group B"
449,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Pneumonia due to other streptococci
450,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Pneumonia due to Escherichia coli
451,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Pneumonia due to other aerobic Gram-negative bacteria
452,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Pneumonia due to Mycoplasma pneumoniae
453,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Other bacterial pneumonia
454,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),"Bacterial pneumonia, unspecified"
455,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Chlamydial pneumonia
456,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Pneumonia due to other specified infectious organisms
457,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Pneumonia due to other specified infectious organisms
458,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Pneumonia in bacterial diseases classified elsewhere
459,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),Pneumonia in parasitic diseases
460,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),"Bronchopneumonia, unspecified"
461,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),"Lobar pneumonia, unspecified"
462,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),"Other pneumonia, organism unspecified"
463,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,385093006,Community acquired pneumonia (disorder),"Pneumonia, unspecified"
464,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,313307000,Epileptic seizure (finding),Myoclonus
465,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,313307000,Epileptic seizure (finding),Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset
466,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,313307000,Epileptic seizure (finding),Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures
467,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,313307000,Epileptic seizure (finding),Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures
468,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,313307000,Epileptic seizure (finding),Generalized idiopathic epilepsy and epileptic syndromes
469,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,313307000,Epileptic seizure (finding),Other generalized epilepsy and epileptic syndromes
470,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,313307000,Epileptic seizure (finding),Special epileptic syndromes
471,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,313307000,Epileptic seizure (finding),"Grand mal seizures, unspecified (with or without petit mal)"
472,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,313307000,Epileptic seizure (finding),"Petit mal, unspecified, without grand mal seizures"
473,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,313307000,Epileptic seizure (finding),Other epilepsy
474,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,313307000,Epileptic seizure (finding),"Epilepsy, unspecified"
475,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,313307000,Epileptic seizure (finding),Other and unspecified convulsions
476,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,302866003,Hypoglycemia (disorder),Drug-induced hypoglycaemia without coma
477,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,302866003,Hypoglycemia (disorder),Other hypoglycaemia
478,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,302866003,Hypoglycemia (disorder),"Hypoglycaemia, unspecified"
479,,,,,Malignant neoplasm: Cervical part of oesophagus
480,,,,,Malignant neoplasm: Thoracic part of oesophagus
481,,,,,Malignant neoplasm: Abdominal part of oesophagus
482,,,,,Malignant neoplasm: Upper third of oesophagus
483,,,,,Malignant neoplasm: Middle third of oesophagus
484,,,,,Malignant neoplasm: Lower third of oesophagus
485,,,,,Malignant neoplasm: Overlapping lesion of oesophagus
486,,,,,"Malignant neoplasm: Oesophagus, unspecified"
487,,,,,Achalasia of cardia
488,,,,,Oesophageal obstruction
489,,,,,Dyskinesia of oesophagus
490,,,,,"Diverticulum of oesophagus, acquired"
491,,,,,Gastro-oesophageal laceration-haemorrhage syndrome
492,,,,,Other specified diseases of oesophagus
493,,,,,"Disease of oesophagus, unspecified"
494,,,,,Megaoesophagus in Chagas' disease
495,,,,,Heartburn
496,,,,,Dysphagia
497,,,,,Foreign body in oesophagus
498,,,,,Other and unspecified abnormalities of gait and mobility
499,,,,,Clicking hip
500,,,,,Senility
501,,,,,Syncope and collapse
502,,,,,Heat syncope
503,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Arthropathy following intestinal bypass
504,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Postdysenteric arthropathy
505,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Postimmunization arthropathy
506,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Reiter's disease
507,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Other reactive arthropathies
508,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Reactive arthropathy, unspecified"
509,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Felty's syndrome
510,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Other seropositive rheumatoid arthritis
511,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Seropositive rheumatoid arthritis, unspecified"
512,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Seronegative rheumatoid arthritis
513,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Adult-onset Still's disease
514,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Rheumatoid bursitis
515,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Rheumatoid nodule
516,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Inflammatory polyarthropathy
517,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Other specified rheumatoid arthritis
518,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Rheumatoid arthritis, unspecified"
519,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Idiopathic gout
520,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Drug-induced gout
521,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Gout due to impairment of renal function
522,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),Other secondary gout
523,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Gout, unspecified"
524,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,276330000,Joint hot (finding),"Gout, unspecified; Multiple sites"
